date,close
2018-05-15 20:11:55,-12
2018-05-15 20:12:00,-50
2018-05-15 20:12:06,-12
2018-05-15 20:12:10,-12
2018-05-15 20:12:15,13
2018-05-15 20:12:20,13
2018-05-15 20:12:25,13
2018-05-15 20:12:30,13
2018-05-15 20:12:35,13
2018-05-15 20:12:40,13
2018-05-15 20:12:45,13
2018-05-15 20:12:50,13
2018-05-15 20:12:55,30
2018-05-15 20:13:05,30
2018-05-15 20:13:10,30
2018-05-15 20:14:05,45
2018-05-15 20:27:05,-28
2018-05-15 20:27:10,-28
2018-05-15 20:27:15,-28
2018-05-15 20:27:25,-28
