date,close
2018-05-15 20:08:05,-59
2018-05-15 20:08:10,-59
2018-05-15 20:08:15,-59
2018-05-15 20:08:30,-77
2018-05-15 20:08:35,-77
2018-05-15 20:13:15,-69
2018-05-15 20:13:25,-70
2018-05-15 20:13:35,-70
2018-05-15 20:13:40,-70
2018-05-15 20:13:45,-34
2018-05-15 20:13:55,-34
2018-05-15 20:17:30,-62
2018-05-15 20:25:30,-95
2018-05-15 20:25:35,-95
2018-05-15 20:25:45,-95
2018-05-15 20:25:55,-60
2018-05-15 20:26:05,-60
2018-05-15 20:26:15,-105
2018-05-15 20:26:20,-105
2018-05-15 20:26:35,-64
2018-05-15 20:26:45,-64
2018-05-15 20:26:55,-45
2018-05-15 20:59:35,-79
2018-05-15 20:59:40,-79
2018-05-15 20:59:45,-79
2018-05-15 20:59:55,-72
2018-05-15 21:05:55,-69
2018-05-15 21:06:05,-53
2018-05-15 21:06:10,-53
2018-05-15 21:06:15,-53
2018-05-15 21:06:20,-53
2018-05-15 21:06:25,-152
2018-05-15 21:06:30,-152
2018-05-15 21:06:35,-152
2018-05-15 21:06:40,-152
2018-05-15 21:06:45,-152
2018-05-15 21:06:50,-84
2018-05-15 21:06:56,-84
2018-05-15 21:07:00,-84
2018-05-15 21:07:05,-84
2018-05-15 21:07:10,-11
2018-05-15 21:07:15,-11
2018-05-15 21:07:20,-11
2018-05-15 21:07:25,-11
2018-05-15 21:07:35,56
2018-05-15 21:07:45,56
2018-05-15 21:07:50,56
2018-05-15 21:07:55,-161
2018-05-15 21:08:06,-161
2018-05-15 21:08:10,-161
2018-05-28 12:15:05,-58
2018-05-28 12:15:10,-58
2018-05-28 12:15:15,-58
2018-05-28 12:15:21,-58
2018-05-28 12:15:25,-89
2018-05-28 12:15:36,-89
